ROI,fv_001,fv_002,fv_003,fv_004,fv_005,fv_006,fv_007,fv_008,class
2521_5,0.61107,0.29344,0.052107,0.016205,0.011718,0.0089753,0.0064822,0,1
2522_5,0.5647,0.3431,0.050942,0.015283,0.0099338,0.0071319,0.0089149,0,1
2523_5,0.71604,0.2282,0.034635,0.008843,0.0063866,0.0031933,0.002702,0,1
2524_5,0.70655,0.22151,0.037824,0.014339,0.0086527,0.0059333,0.0051916,0,1
2525_5,0.57546,0.32327,0.052881,0.019706,0.012971,0.0087304,0.0069843,0,1
2526_5,0.68819,0.24024,0.037287,0.015516,0.0095095,0.0052553,0.004004,0,1
2527_5,0.69044,0.23186,0.041912,0.015686,0.0095588,0.0066176,0.0039216,0,1
2528_5,0.63414,0.26581,0.052619,0.019269,0.014328,0.0088933,0.0049407,0,1
2529_5,0.54647,0.34613,0.053576,0.022676,0.014453,0.00922,0.0074757,0,1
2530_5,0.65888,0.25426,0.047494,0.017843,0.0091839,0.0068224,0.0055104,0,1
2531_5,0.65367,0.25687,0.045227,0.021489,0.0092454,0.0062469,0.0072464,0,1
2532_5,0.62173,0.29901,0.047901,0.015309,0.0061728,0.0059259,0.0039506,0,1
2533_5,0.59424,0.29965,0.055584,0.021981,0.0088428,0.0090955,0.010611,0,1
2534_5,0.58087,0.30519,0.056284,0.023224,0.011202,0.0092896,0.013934,0,1
2535_5,0.63826,0.29126,0.042485,0.013016,0.0071218,0.0039293,0.0039293,0,1
2536_5,0.61692,0.29502,0.047015,0.018159,0.0089552,0.0062189,0.0077114,0,1
2537_5,0.6008,0.29865,0.059631,0.017964,0.0097305,0.0052395,0.007984,0,1
2538_5,0.58986,0.339,0.046775,0.012555,0.0071393,0.0017233,0.0029542,0,1
2539_5,0.6002,0.31639,0.045163,0.015548,0.0078973,0.0074038,0.0074038,0,1
2540_5,0.62802,0.29773,0.039221,0.013814,0.0098668,0.0064134,0.0049334,0,1
2541_5,0.62416,0.29042,0.042832,0.017331,0.010399,0.00718,0.0076752,0,1
2542_5,0.609,0.29381,0.049714,0.020631,0.0091971,0.0099428,0.0077057,0,1
2543_5,0.57434,0.32465,0.053363,0.023579,0.010176,0.0059568,0.0079424,0,1
2544_5,0.55821,0.36581,0.044154,0.018007,0.0056734,0.0049334,0.0032067,0,1
2545_5,0.54634,0.38929,0.038877,0.015191,0.0059217,0.0025747,0.0018023,0,1
2546_5,0.66092,0.25084,0.041163,0.015179,0.0097762,0.0095189,0.012606,0,1
2547_5,0.66708,0.26064,0.036139,0.014851,0.0079208,0.0061881,0.0071782,0,1
2548_5,0.66206,0.26981,0.0353,0.013577,0.006665,0.0054308,0.0071587,0,1
2549_5,0.67177,0.26999,0.029615,0.011599,0.0064166,0.0051826,0.0054294,0,1
2550_5,0.6651,0.26298,0.035096,0.014582,0.010133,0.0059318,0.0061789,0,1
2551_5,0.6335,0.28635,0.037221,0.016625,0.010174,0.0086849,0.0074442,0,1
2552_5,0.58192,0.32942,0.044955,0.018482,0.012737,0.004995,0.0074925,0,1
2553_5,0.54041,0.38352,0.037115,0.01711,0.0086865,0.0063175,0.0068439,0,1
2554_5,0.71641,0.21807,0.029178,0.013053,0.0081904,0.0046071,0.010494,0,1
2555_5,0.7163,0.2284,0.029877,0.011358,0.0046914,0.0044444,0.0049383,0,1
2556_5,0.70181,0.2435,0.029943,0.012373,0.0049493,0.0039594,0.0034645,0,1
2557_5,0.65172,0.27567,0.036433,0.016815,0.0076433,0.0048408,0.006879,0,1
2558_5,0.59909,0.30142,0.049211,0.016047,0.01364,0.0093608,0.011233,0,1
2559_5,0.5947,0.31772,0.050407,0.01553,0.0076375,0.0068737,0.0071283,0,1
2560_5,0.57926,0.3132,0.050968,0.019878,0.015291,0.010958,0.010449,0,1
2561_5,0.5513,0.35433,0.056056,0.016714,0.0092569,0.0077141,0.0046284,0,1
2562_5,0.54442,0.30037,0.065574,0.030143,0.019831,0.02221,0.017451,0,1
2563_5,0.54694,0.34832,0.066453,0.02001,0.0083992,0.00667,0.0032115,0,1
2564_5,0.48838,0.3765,0.078416,0.026309,0.013793,0.010983,0.0056194,0,1
2565_5,0.54948,0.333,0.057645,0.024245,0.016823,0.0079169,0.010886,0,1
2566_5,0.59054,0.31806,0.053215,0.019956,0.007391,0.0071446,0.0036955,0,1
2567_5,0.59571,0.31944,0.046621,0.017267,0.0096201,0.0061667,0.0051801,0,1
2568_5,0.62356,0.29145,0.04335,0.018859,0.011021,0.0066128,0.0051433,0,1
2569_5,0.63035,0.29488,0.043532,0.014511,0.0076242,0.0056567,0.0034432,0,1
2570_5,0.60634,0.31518,0.042337,0.018074,0.0079228,0.0054469,0.0047041,0,1
2571_5,0.61192,0.26908,0.047803,0.02056,0.01799,0.013107,0.019532,0,1
2572_5,0.61006,0.29776,0.052255,0.017254,0.010106,0.0088736,0.0036973,0,1
2573_5,0.59772,0.30593,0.051403,0.017879,0.011671,0.010678,0.0047182,0,1
2574_5,0.56859,0.34201,0.045906,0.017181,0.009396,0.0091275,0.0077852,0,1
2575_5,0.63244,0.25944,0.039317,0.020435,0.017589,0.015261,0.01552,0,1
2576_5,0.63776,0.28382,0.036614,0.0161,0.0098676,0.0085692,0.0072708,0,1
2577_5,0.60087,0.29921,0.045739,0.017969,0.011435,0.011435,0.013341,0,1
2578_5,0.52946,0.38351,0.047568,0.014324,0.0081081,0.0075676,0.0094595,0,1
2579_5,0.49391,0.43484,0.041836,0.01217,0.0068458,0.0032961,0.0070994,0,1
2580_5,0.44357,0.4749,0.052229,0.012229,0.0071338,0.0056051,0.0043312,0,1
2581_5,0.38182,0.52673,0.056174,0.014654,0.0067843,0.0062415,0.0075984,0,1
2582_5,0.53677,0.38039,0.049032,0.016516,0.0067097,0.0046452,0.0059355,0,1
2583_5,0.49926,0.41753,0.054407,0.012555,0.0071393,0.0051699,0.0039389,0,1
2584_5,0.44853,0.46779,0.05727,0.014811,0.0034559,0.0037028,0.0044433,0,1
2585_5,0.38974,0.51214,0.064172,0.01338,0.0081764,0.0059465,0.006442,0,1
2586_5,0.34289,0.54685,0.073918,0.017305,0.0074166,0.0071693,0.0044499,0,1
2587_5,0.30136,0.56253,0.1002,0.016323,0.0097941,0.0062783,0.0035158,0,1
2588_5,0.5125,0.37263,0.051388,0.023083,0.016213,0.013465,0.010717,0,1
2589_5,0.50906,0.38838,0.054135,0.019121,0.012913,0.008443,0.0079464,0,1
2590_5,0.47588,0.4104,0.064984,0.018745,0.012497,0.0092477,0.0082479,0,1
2591_5,0.42184,0.46919,0.063377,0.018036,0.010772,0.007515,0.0092685,0,1
2592_5,0.37811,0.49378,0.08209,0.018159,0.010697,0.009204,0.0079602,0,1
2593_5,0.32835,0.53214,0.089935,0.022172,0.011709,0.0079721,0.007723,0,1
2594_5,0.26953,0.56434,0.1148,0.025043,0.013637,0.0089264,0.0037193,0,1
2595_5,0.24072,0.56748,0.13521,0.028681,0.013828,0.0087068,0.0053777,0,1
2596_5,0.43323,0.4264,0.071826,0.027061,0.017198,0.010369,0.01391,0,1
2597_5,0.37802,0.47189,0.087255,0.025184,0.015772,0.010176,0.011702,0,1
2598_5,0.3254,0.50557,0.10147,0.025304,0.0167,0.011893,0.013664,0,1
2599_5,0.25,0.53122,0.1429,0.033369,0.018837,0.011841,0.011841,0,1
2600_5,0.65053,0.26404,0.039348,0.015273,0.012684,0.0098369,0.0082837,0,1
2601_5,0.58133,0.32658,0.051051,0.019019,0.01001,0.0052553,0.0067568,0,1
2602_5,0.63901,0.26896,0.038736,0.018407,0.014011,0.012637,0.0082418,0,1
2603_5,0.57242,0.33762,0.049926,0.01656,0.011369,0.0076619,0.0044488,0,1
2604_5,0.38691,0.50062,0.075806,0.021659,0.0083682,0.0034457,0.0031996,0,1
2605_5,0.31533,0.53257,0.10775,0.026009,0.0089175,0.0047065,0.0047065,0,1
2606_5,0.27059,0.55836,0.12153,0.026276,0.010359,0.0055584,0.0073269,0,1
2607_5,0.43901,0.45934,0.067936,0.016984,0.0074627,0.004632,0.004632,0,1
2608_5,0.35541,0.5257,0.079008,0.020455,0.0084377,0.0056252,0.0053695,0,1
2609_5,0.32108,0.53973,0.08973,0.025135,0.011351,0.0059459,0.007027,0,1
2610_5,0.35996,0.4715,0.095841,0.025337,0.017901,0.0168,0.012669,0,1
2611_5,0.28955,0.5204,0.12214,0.032338,0.015174,0.012687,0.0077114,0,1
2612_5,0.3916,0.43442,0.11028,0.026767,0.01151,0.012313,0.013116,0,1
2613_5,0.40106,0.44175,0.085842,0.026477,0.017001,0.013378,0.014493,0,1
2614_5,0.38833,0.4718,0.087417,0.023393,0.014528,0.0083723,0.0061561,0,1
2615_5,0.36408,0.47869,0.10464,0.019957,0.012406,0.011327,0.0088997,0,1
2616_5,0.43448,0.44631,0.074877,0.01798,0.013793,0.0073892,0.0051724,0,1
2617_5,0.39894,0.47335,0.08371,0.017848,0.013072,0.0080442,0.0050277,0,1
2618_5,0.45676,0.42474,0.067012,0.022666,0.014536,0.0086228,0.0056664,0,1
2619_5,0.42301,0.45359,0.075817,0.019869,0.011242,0.0094118,0.0070588,0,1
2620_5,0.45865,0.40601,0.066152,0.025634,0.019019,0.011577,0.012955,0,1
2621_5,0.49187,0.4046,0.058095,0.020139,0.01291,0.0059385,0.0064549,0,1
2622_5,0,0.0024869,0.1614,0.54365,0.22233,0.048993,0.021139,0,1
2623_5,0.00027159,0.013851,0.29929,0.50217,0.12086,0.039924,0.023628,0,1
2624_5,0,0.0091767,0.30844,0.52562,0.10196,0.036707,0.018098,0,1
2625_5,0,0.012603,0.31764,0.51646,0.097737,0.034722,0.020833,0,1
2626_5,0,0.020822,0.30869,0.47033,0.12676,0.047631,0.025768,0,1
2627_5,0,0.018537,0.2707,0.49264,0.14093,0.049518,0.027679,0,1
2628_5,0,0.0094787,0.30731,0.50461,0.11499,0.040908,0.022699,0,1
2629_5,0,0.016508,0.33367,0.49125,0.1003,0.034517,0.023762,0,1
2630_5,0.0002572,0.018776,0.35802,0.48894,0.087706,0.027521,0.018776,0,1
2631_5,0,0.013202,0.28734,0.50272,0.12167,0.050738,0.024333,0,1
2632_5,0,0.0054773,0.15728,0.48461,0.26317,0.060511,0.028951,0,1
2633_5,0,0.0024789,0.16534,0.5238,0.23153,0.058503,0.018344,0,1
2634_5,0,0.0024869,0.1614,0.54365,0.22233,0.048993,0.021139,0,1
2635_5,0.00025145,0.017853,0.41564,0.43902,0.084486,0.028413,0.014332,0,1
2636_5,0,0.017127,0.37935,0.443,0.10302,0.041667,0.015849,0,1
2637_5,0.00025145,0.017853,0.41564,0.43902,0.084486,0.028413,0.014332,0,1
2638_5,0.32945,0.49767,0.11068,0.026698,0.01296,0.010368,0.012182,0,1
2639_5,0.28099,0.53046,0.12076,0.030456,0.016684,0.010593,0.010064,0,1
2640_5,0.28306,0.51574,0.12483,0.033945,0.013414,0.013687,0.01533,0,1
2641_5,0.31762,0.51703,0.1113,0.024432,0.01308,0.0083909,0.0081441,0,1
2642_5,0.34154,0.47778,0.11188,0.025696,0.013116,0.01258,0.017398,0,1
2643_5,0.29572,0.49725,0.12987,0.0324,0.016749,0.01263,0.015376,0,1
2644_5,0.39605,0.44857,0.092583,0.021115,0.012994,0.0097455,0.01895,0,1
2645_5,0.32158,0.52508,0.096395,0.026123,0.0128,0.010449,0.0075758,0,1
2646_5,0.32728,0.52637,0.094625,0.023467,0.015645,0.008327,0.0042897,0,1
2647_5,0.32062,0.52835,0.1025,0.024511,0.011141,0.0094083,0.0034662,0,1
2648_5,0.294,0.52082,0.12669,0.028097,0.015326,0.0094508,0.0056194,0,1
2649_5,0.33147,0.50786,0.10314,0.02889,0.014445,0.0093766,0.004815,0,1
2650_5,0.31426,0.52376,0.10724,0.028116,0.011446,0.0094551,0.0057228,0,1
2651_5,0.28431,0.51848,0.12872,0.034117,0.017576,0.010597,0.0062032,0,1
2652_5,0.33734,0.50437,0.0924,0.022963,0.015856,0.011208,0.015856,0,1
2653_5,0.39695,0.48328,0.080423,0.021643,0.0090999,0.0046729,0.0039351,0,1
2654_5,0.60262,0.31518,0.040314,0.018848,0.01178,0.0065445,0.004712,0,1
2655_5,0.49395,0.34992,0.077515,0.029412,0.020066,0.015118,0.014019,0,1
2656_5,0.53789,0.34696,0.058574,0.020439,0.016949,0.010469,0.0087238,0,1
2657_5,0.54939,0.34584,0.055512,0.019025,0.013552,0.0070367,0.009643,0,1
2658_5,0.57231,0.33094,0.050608,0.01811,0.015133,0.0069462,0.0059539,0,1
2659_5,0.56677,0.34704,0.048829,0.015197,0.011958,0.0062282,0.003986,0,1
2660_5,0.59837,0.31943,0.046902,0.015552,0.010615,0.0054308,0.0037028,0,1
2661_5,0.60275,0.28353,0.04462,0.024222,0.016573,0.009179,0.019123,0,1
2662_5,0.60941,0.3052,0.04232,0.017426,0.012198,0.0072193,0.0062235,0,1
2663_5,0.60262,0.31518,0.040314,0.018848,0.01178,0.0065445,0.004712,0,1
2664_6,0.031059,0.25076,0.35387,0.18355,0.08223,0.055754,0.04277,0,6
2665_6,0.11943,0.23944,0.2409,0.16837,0.099621,0.072531,0.059715,0,6
2666_6,0.16451,0.2694,0.21625,0.13892,0.086895,0.066367,0.057649,0,6
2667_6,0.14732,0.24164,0.22044,0.14515,0.09595,0.084534,0.064963,0,6
2668_6,0.12804,0.23431,0.22555,0.15659,0.10769,0.085359,0.062465,0,6
2669_6,0.16961,0.31189,0.2744,0.10926,0.068786,0.043705,0.022349,0,6
2670_6,0.15907,0.31441,0.27384,0.13418,0.066219,0.033109,0.019169,0,6
2671_6,0.11889,0.26536,0.28417,0.1678,0.092551,0.047404,0.023827,0,6
2672_6,0.099146,0.23893,0.27854,0.19286,0.10044,0.050997,0.039089,0,6
2673_6,0.075782,0.18743,0.2349,0.19498,0.13862,0.093042,0.075243,0,6
2674_6,0.052604,0.13058,0.21755,0.212,0.18477,0.11816,0.084325,0,6
2675_6,0.032898,0.081566,0.17129,0.2224,0.21968,0.16313,0.10903,0,6
2676_6,0.072424,0.16,0.25788,0.20667,0.12848,0.088788,0.085758,0,6
2677_6,0.08063,0.17825,0.26413,0.19215,0.12017,0.084337,0.080321,0,6
2678_6,0.096434,0.21084,0.25621,0.18973,0.1107,0.073039,0.063053,0,6
2679_6,0.085539,0.20396,0.2903,0.19594,0.10746,0.068164,0.04865,0,6
2680_6,0.080142,0.24617,0.31154,0.1942,0.080142,0.050328,0.037473,0,6
2681_6,0.19786,0.34181,0.22508,0.10478,0.05468,0.04527,0.030519,0,6
2682_6,0.17371,0.2741,0.21089,0.12483,0.093758,0.067995,0.054714,0,6
2683_6,0.22716,0.33598,0.21525,0.094519,0.058247,0.039714,0.029124,0,6
2684_6,0.1557,0.2388,0.23795,0.15286,0.088769,0.063528,0.062394,0,6
2685_6,0.21869,0.29917,0.24715,0.11982,0.056936,0.033385,0.024845,0,6
2686_6,0.1263,0.23682,0.26733,0.16671,0.096602,0.059941,0.046294,0,6
2687_6,0.26587,0.31875,0.21958,0.10422,0.044017,0.028839,0.01872,0,6
2688_6,0.17774,0.31245,0.27807,0.12529,0.056532,0.031067,0.018844,0,6
2689_6,0.097767,0.26607,0.30147,0.16748,0.079793,0.050381,0.037037,0,6
2690_6,0.16281,0.33154,0.27287,0.1211,0.052207,0.02718,0.032293,0,6
2691_6,0.15375,0.35798,0.26288,0.11346,0.051249,0.035951,0.024732,0,6
2692_6,0.15358,0.35534,0.27362,0.10833,0.05696,0.033005,0.019164,0,6
2693_6,0.13388,0.36574,0.2902,0.11194,0.052605,0.028422,0.017203,0,6
2694_6,0.0038706,0.02903,0.13575,0.24108,0.26763,0.19574,0.1269,0,6
2695_6,0.0037037,0.028205,0.12422,0.2416,0.25214,0.20171,0.14843,0,6
2696_6,0.0036303,0.034906,0.12985,0.24127,0.28121,0.19548,0.11366,0,6
2697_6,0,0.0021215,0.057279,0.38531,0.358,0.13233,0.06497,0,6
2698_6,0.00052301,0.0052301,0.19822,0.42469,0.22568,0.087605,0.058054,0,6
2699_6,0.00052938,0.0037057,0.13632,0.39995,0.29328,0.10641,0.05982,0,6
2700_6,0.00053362,0.0037353,0.060566,0.373,0.35832,0.1334,0.070438,0,6
2701_6,0.0005423,0.0078633,0.22804,0.4295,0.22261,0.077278,0.034165,0,6
2702_6,0.0012974,0.0083031,0.15231,0.38869,0.28282,0.10872,0.057862,0,6
2703_6,0.00054171,0.0048754,0.1013,0.3513,0.34155,0.13407,0.06636,0,6
2704_6,0.0010455,0.0083638,0.20047,0.40565,0.26032,0.090695,0.033455,0,6
2705_6,0.0048405,0.017654,0.12215,0.29527,0.29243,0.18309,0.084567,0,6
2706_6,0,0.011045,0.11555,0.30615,0.27216,0.18125,0.11385,0,6
2707_6,0.01458,0.027785,0.1271,0.28556,0.30014,0.17359,0.071252,0,6
2708_6,0,0.013286,0.11903,0.30965,0.29203,0.1757,0.090293,0,6
2709_6,0.00028043,0.012339,0.10011,0.30118,0.27257,0.19013,0.12339,0,6
2710_6,0.00025342,0.0070958,0.078561,0.3003,0.35656,0.18474,0.072478,0,6
2711_6,0,0.0040497,0.052376,0.25864,0.34476,0.22705,0.11312,0,6
2712_6,0,0.0027412,0.033443,0.22834,0.35471,0.23712,0.14364,0,6
2713_6,0,0.00084674,0.012137,0.15608,0.39458,0.29241,0.14395,0,6
2714_6,0.00027189,0.0081566,0.12588,0.32518,0.32599,0.15797,0.056552,0,6
2715_6,0,0.0067703,0.090772,0.30491,0.35431,0.17854,0.064694,0,6
2716_6,0,0.0036891,0.047167,0.25086,0.37022,0.23162,0.096443,0,6
2717_6,0,0.0016026,0.022703,0.22382,0.38007,0.24706,0.12473,0,6
2718_6,0,0,0.012955,0.15656,0.41207,0.28914,0.12927,0,6
2719_6,0.00051989,0.014817,0.22147,0.37666,0.24487,0.094619,0.04705,0,6
2720_6,0,0.010368,0.15837,0.34292,0.30171,0.1296,0.057024,0,6
2721_6,0.00026582,0.0045189,0.067783,0.29293,0.36709,0.1866,0.080808,0,6
2722_6,0,0.00026247,0.033333,0.2622,0.41601,0.20787,0.080315,0,6
2723_6,0,0.0074946,0.12286,0.37125,0.30219,0.13009,0.066113,0,6
2724_6,0,0.00056899,0.072546,0.35903,0.36017,0.15078,0.056899,0,6
2725_6,0.0013221,0.13062,0.55209,0.23691,0.047858,0.019038,0.012163,0,6
2726_6,0,0.022916,0.29991,0.42567,0.14093,0.062446,0.048124,0,6
2727_6,0,0.012312,0.24405,0.46621,0.17401,0.062927,0.040492,0,6
2728_6,0,0.0010585,0.068007,0.3448,0.32707,0.18973,0.069331,0,6
2729_6,0.00051125,0.0035787,0.065695,0.32899,0.34254,0.18073,0.077965,0,6
2730_6,0.00054039,0.0048636,0.064577,0.31181,0.36828,0.1786,0.071332,0,6
2731_6,0,0.0047644,0.063261,0.25199,0.31366,0.23187,0.13446,0,6
2732_6,0,0.0036775,0.038755,0.19915,0.34455,0.28034,0.13352,0,6
2733_6,0,0.0010635,0.02845,0.16113,0.31109,0.2736,0.22467,0,6
2734_6,0,0.0007764,0.018892,0.13716,0.36258,0.33282,0.14777,0,6
2735_6,0,0.00026413,0.018489,0.16112,0.29054,0.27602,0.25357,0,6
2736_6,0,0,0.018561,0.16171,0.37122,0.32977,0.11874,0,6
2737_6,0.00025733,0.0036027,0.039372,0.23829,0.29413,0.22259,0.20175,0,6
2738_6,0,0,0.029001,0.23356,0.4029,0.25168,0.082859,0,6
2739_6,0.00052016,0.028869,0.13992,0.25644,0.16229,0.18492,0.22705,0,6
2740_6,0.00026261,0.0094538,0.11371,0.30672,0.27994,0.16649,0.12342,0,6
2741_6,0.0023628,0.0091888,0.066159,0.2733,0.25886,0.27067,0.11945,0,6
2742_6,0.0032009,0.011203,0.090157,0.28861,0.27101,0.23019,0.10563,0,6
2743_6,0,0.01394,0.12441,0.32115,0.27906,0.16623,0.095213,0,6
2744_6,0,0.0033644,0.07764,0.27692,0.26165,0.22852,0.15192,0,6
2745_6,0.00025549,0.0038324,0.057486,0.27619,0.36459,0.20695,0.0907,0,6
2746_6,0,0.00052342,0.04135,0.20911,0.23842,0.28239,0.22821,0,6
2747_6,0.00025491,0.0015294,0.045119,0.2572,0.36477,0.21846,0.11267,0,6
2748_6,0,0.00078166,0.042209,0.16649,0.20115,0.31787,0.2715,0,6
2749_6,0,0.0012775,0.050332,0.25626,0.33955,0.22994,0.12264,0,6
2750_6,0.0015773,0.01183,0.064143,0.18428,0.19821,0.30205,0.23791,0,6
2751_6,0.0022422,0.011771,0.081558,0.27915,0.30157,0.20908,0.11463,0,6
2752_6,0.031834,0.10366,0.23362,0.27598,0.2031,0.10471,0.047093,0,6
2753_6,0.03206,0.082287,0.18247,0.26075,0.22068,0.14293,0.078814,0,6
2754_6,0.064887,0.13939,0.22804,0.26382,0.15888,0.085447,0.059546,0,6
2755_6,0.049163,0.11737,0.18584,0.2538,0.20669,0.12252,0.064607,0,6
2756_6,0.10417,0.17874,0.21981,0.19626,0.11896,0.071256,0.11081,0,6
2757_6,0.07837,0.1499,0.18239,0.19835,0.16301,0.11428,0.11371,0,6
2758_6,0.16042,0.21525,0.21627,0.19638,0.11732,0.059169,0.035195,0,6
2759_6,0.10668,0.14034,0.17323,0.23563,0.18177,0.099948,0.062403,0,6
2760_6,0.02249,0.12129,0.27818,0.30415,0.16814,0.068005,0.037751,0,6
2761_6,0.023797,0.093398,0.2413,0.29478,0.20241,0.10415,0.040174,0,6
2762_6,0.023699,0.077363,0.17325,0.2596,0.22964,0.15473,0.081722,0,6
2763_6,0.036185,0.12716,0.27061,0.28405,0.16826,0.073404,0.04032,0,6
2764_6,0.025667,0.081576,0.21321,0.28513,0.22135,0.12249,0.050572,0,6
2765_6,0.016008,0.049574,0.14975,0.25278,0.25613,0.18564,0.090111,0,6
2766_6,0.035879,0.10641,0.22324,0.25667,0.17449,0.098129,0.10518,0,6
2767_6,0.018642,0.065665,0.17919,0.25125,0.23344,0.15164,0.10017,0,6
2768_6,0.0089189,0.037568,0.12378,0.24703,0.26919,0.2073,0.10622,0,6
2769_6,0.079676,0.073452,0.14255,0.20199,0.19763,0.15251,0.15219,0,6
2770_6,0.13959,0.22445,0.25559,0.2006,0.10294,0.050464,0.026362,0,6
2771_6,0.078754,0.14611,0.23728,0.23803,0.15599,0.091162,0.052672,0,6
2772_6,0.061621,0.10049,0.20174,0.24163,0.19407,0.13296,0.067502,0,6
2773_6,0.025588,0.093564,0.2215,0.2794,0.19643,0.11528,0.068235,0,6
2774_6,0.031793,0.074806,0.17954,0.26262,0.21908,0.14614,0.086027,0,6
2775_6,0.062148,0.15082,0.23922,0.23654,0.16475,0.091883,0.054648,0,6
2776_6,0.059201,0.10472,0.17006,0.25216,0.20553,0.1251,0.083217,0,6
2777_6,0.060669,0.16204,0.26782,0.23282,0.1426,0.080114,0.053928,0,6
2778_6,0.032685,0.10805,0.25122,0.2604,0.18531,0.099136,0.063209,0,6
2779_6,0.042869,0.070048,0.17484,0.2673,0.22723,0.13393,0.083777,0,6
2780_6,0.042559,0.073979,0.14053,0.23079,0.23393,0.16938,0.10883,0,6
2781_6,0.055082,0.12082,0.25411,0.22459,0.15307,0.097383,0.094948,0,6
2782_6,0.037811,0.095604,0.21334,0.24654,0.18229,0.12419,0.10022,0,6
2783_6,0.047378,0.072408,0.16895,0.25626,0.21037,0.14273,0.10191,0,6
2784_6,0.051453,0.07936,0.13372,0.21977,0.22471,0.17326,0.11773,0,6
2785_6,0.035088,0.080254,0.20082,0.21948,0.16797,0.11833,0.17805,0,6
2786_6,0.039601,0.067289,0.16967,0.23857,0.20766,0.13587,0.14134,0,6
2787_6,0.041551,0.082795,0.15328,0.22499,0.22007,0.15174,0.12558,0,6
2788_6,0.096913,0.22368,0.34185,0.21837,0.073634,0.025557,0.01999,0,6
2789_6,0.056648,0.1671,0.31324,0.24728,0.12287,0.056648,0.036213,0,6
2790_6,0.042162,0.10243,0.23865,0.26865,0.1727,0.10405,0.071351,0,6
2791_6,0.042149,0.083747,0.17107,0.23388,0.2146,0.16143,0.093113,0,6
2792_6,0.034352,0.15066,0.32053,0.25778,0.13065,0.062754,0.043278,0,6
2793_6,0.025726,0.10041,0.24205,0.26003,0.18119,0.11176,0.078838,0,6
2794_6,0.070239,0.18444,0.30697,0.23231,0.11993,0.054631,0.031478,0,6
2795_6,0.061735,0.14158,0.28469,0.2648,0.15357,0.062245,0.031378,0,6
2796_6,0.055283,0.11928,0.23475,0.26117,0.1811,0.097495,0.050926,0,6
2797_6,0.068704,0.21091,0.29326,0.21091,0.11291,0.066178,0.037131,0,6
2798_6,0.049537,0.13935,0.27921,0.25569,0.15487,0.074306,0.047035,0,6
2799_6,0.032291,0.10141,0.2553,0.28683,0.18113,0.096115,0.046922,0,6
2800_6,0.015097,0.081627,0.22364,0.27456,0.21366,0.12385,0.067554,0,6
2801_6,0.011482,0.046747,0.15391,0.25342,0.24932,0.17523,0.1099,0,6
2802_6,0.13531,0.27809,0.24239,0.1627,0.078307,0.047039,0.05617,0,6
2803_6,0.071254,0.17514,0.25156,0.2037,0.13952,0.083492,0.075333,0,6
2804_6,0.05285,0.11151,0.21887,0.24101,0.18152,0.11234,0.081904,0,6
2805_6,0.038303,0.094241,0.21356,0.25186,0.19923,0.12235,0.080463,0,6
2806_6,0.021987,0.078719,0.2006,0.2443,0.22123,0.14387,0.089305,0,6
2807_6,0.01929,0.054235,0.1518,0.21415,0.24126,0.19961,0.11965,0,6
2808_6,0.043011,0.088235,0.16888,0.20683,0.20177,0.14453,0.14674,0,6
2809_6,0.022511,0.077345,0.17143,0.22424,0.20981,0.1746,0.12006,0,6
2810_6,0.022003,0.062059,0.14753,0.19887,0.25162,0.19041,0.1275,0,6
2811_6,0.09578,0.097982,0.14128,0.16807,0.16514,0.14349,0.18826,0,6
2812_6,0.064395,0.08909,0.16286,0.2085,0.19475,0.14505,0.13535,0,6
2813_6,0.13633,0.26991,0.31486,0.16504,0.065418,0.030462,0.017978,0,6
2814_6,0.06955,0.20132,0.32372,0.22484,0.1042,0.044512,0.031866,0,6
2815_6,0.044666,0.14057,0.27746,0.24015,0.1495,0.088019,0.059643,0,6
2816_6,0.033862,0.094974,0.21376,0.25476,0.19074,0.12222,0.089683,0,6
2817_6,0.021851,0.057189,0.1543,0.24575,0.24602,0.17184,0.10305,0,6
2818_6,0.059545,0.18349,0.33069,0.23562,0.10682,0.050856,0.032967,0,6
2819_6,0.041333,0.12762,0.27486,0.26066,0.15112,0.092483,0.051925,0,6
2820_6,0.033142,0.10353,0.21802,0.24623,0.18105,0.12791,0.090112,0,6
2821_6,0.087062,0.2655,0.30027,0.18544,0.086792,0.042049,0.032884,0,6
2822_6,0.088327,0.21522,0.28114,0.20948,0.10943,0.057322,0.039083,0,6
2823_6,0.087191,0.19107,0.23116,0.22309,0.14747,0.074543,0.045479,0,6
2824_6,0.08046,0.28527,0.31061,0.17111,0.078892,0.038924,0.034744,0,6
2825_6,0.067323,0.21932,0.29234,0.20171,0.11885,0.059296,0.04117,0,6
2826_6,0.086297,0.19012,0.2534,0.22254,0.13468,0.065377,0.047594,0,6
2827_6,0.078608,0.17835,0.22139,0.22191,0.16753,0.085052,0.047165,0,6
2828_6,0.089444,0.17811,0.19059,0.20749,0.17421,0.10452,0.055642,0,6
2829_6,0.052176,0.11934,0.14385,0.21678,0.20899,0.14875,0.11012,0,6
2830_6,0.1468,0.32227,0.28006,0.12795,0.05734,0.03159,0.033979,0,6
2831_6,0.090126,0.26796,0.29917,0.15846,0.08071,0.048695,0.054883,0,6
2832_6,0.079724,0.22069,0.27007,0.19503,0.11145,0.062069,0.060966,0,6
2833_6,0.1148,0.21482,0.24993,0.17999,0.11396,0.068821,0.057676,0,6
